PROVINCIA,BENEFICIARIO,RFC,FACTURA,CONTRATO,CONCEPTO,TIPO OP,FDO OP,FECHA,IMPORTE,ETIQUETA
123045,"DISEÑO INFRAESTRUCTURA Y SERVICIOS, SA. DE CV.",DIS9208038E8,461-155002-2759,SOP-854-2018,"RE-2018 (FDOS-DESC) EST. 1-E OP-RP-04/18-CP AMPLIACION DE CUARTO CARRIL EN LA CARRETERA NACIONAL DE NORTE A SUR DE LA COL. SATELITE A LA COL. ESTANZUELA, EN EL MUNICIPIO DE MONTERREY, N.L. PIM 18155006  BIS 2",TR,278000008.0,2018-12-31,5353418.07,CONTRATISTAS
123045,"DISEÑO INFRAESTRUCTURA Y SERVICIOS, SA. DE CV.",DIS9208038E8,484-155002-2778,SOP-854-2018,"RE-2018 (FDOS-DESC) EST. 4 OP-RP-04/18-CP AMPLIACION DE CUARTO CARRIL EN LA CARRETERA NACIONAL DE NORTE A SUR DE LA COL. SATELITE A LA COL. ESTANZUELA, EN EL MUNICIPIO DE MONTERREY, N.L. PIM 18155006  BIS 2",TR,278000008.0,2018-12-31,25661.46,CONTRATISTAS
123045,"DISEÑO INFRAESTRUCTURA Y SERVICIOS, SA. DE CV.",DIS9208038E8,485-155002-2782,SOP-854-2018,"RE-2018 (FDOS-DESC) EST. 2-A OP-RP-04/18-CP AMPLIACION DE CUARTO CARRIL EN LA CARRETERA NACIONAL DE NORTE A SUR DE LA COL. SATELITE A LA COL. ESTANZUELA, EN EL MUNICIPIO DE MONTERREY, N.L. PIM 18155006  BIS 2",TR,278000008.0,2018-12-31,25661.46,CONTRATISTAS
123045,"DISEÑO INFRAESTRUCTURA Y SERVICIOS, SA. DE CV.",DIS9208038E8,487-155002-2780,SOP-854-2018,"RE-2018 (FDOS-DESC) EST. 4-E OP-RP-04/18-CP AMPLIACION DE CUARTO CARRIL EN LA CARRETERA NACIONAL DE NORTE A SUR DE LA COL. SATELITE A LA COL. ESTANZUELA, EN EL MUNICIPIO DE MONTERREY, N.L. PIM 18155006 BIS 2",TR,278000008.0,2018-12-31,3652688.98,CONTRATISTAS
123060,"CONST. MAIZ MIER,S.A. DE C.V.",CMM8601021Q9,CFDI5053-155002-2111,SOP-820-2017,"RP-2018 EST. 3 (HUAJUCO) OP-RP-05/17-CP REHABILITACION DE PAVIMENTO VIALIDADES REGIAS EN TU COLONIA, DIF. COLS. DEL MUNICIPIO DE MONTERREY, N.L., PIM 17155046 REF 2018/SOP/005 BIS",TR,1013401.0,2018-12-03,155862.2,CONTRATISTAS
123060,"CONST. MAIZ MIER,S.A. DE C.V.",CMM8601021Q9,CFDI5054-155002-2105,SOP-820-2017,"RP-2018 EST. 2-A(HUAJUCO) OP-RP-05/17-CP REHABILITACION DE PAVIMENTO VIALIDADES REGIAS EN TU COLONIA, DIF. COLS. DEL MUNICIPIO DE MONTERREY, N.L., PIM 17155046 REF 2018/SOP/005 BIS",TR,1013401.0,2018-12-03,2324466.87,CONTRATISTAS
123060,"CONST. MAIZ MIER,S.A. DE C.V.",CMM8601021Q9,CFDI5128-155002-2112,SOP-820-2017,"RP-2018 EST. 6-A (PTE) OP-RP-05/17-CP REHABILITACION DE PAVIMENTO VIALIDADES REGIAS EN TU COLONIA, DIF. COLS. DEL MUNICIPIO DE MONTERREY, N.L., PIM 17155046 REF 2018/SOP/005 BIS",TR,1013401.0,2018-12-03,4202405.17,CONTRATISTAS
123060,"CONST. MAIZ MIER,S.A. DE C.V.",CMM8601021Q9,CFDI5151-155002-2107,SOP-820-2017,"RP-2018 EST. 3 (CENTRO) OP-RP-05/17-CP REHABILITACION DE PAVIMENTO VIALIDADES REGIAS EN TU COLONIA, DIF. COLS. DEL MUNICIPIO DE MONTERREY, N.L., PIM 17155046 REF 2018/SOP/005 BIS",TR,1013401.0,2018-12-03,409709.35,CONTRATISTAS
123060,"CONST. MAIZ MIER,S.A. DE C.V.",CMM8601021Q9,CFDI5152-155002-2106,SOP-820-2017,"RP-2018 EST. 4-A (CENTRO) OP-RP-05/17-CP REHABILITACION DE PAVIMENTO VIALIDADES REGIAS EN TU COLONIA, DIF. COLS. DEL MUNICIPIO DE MONTERREY, N.L., PIM 17155046 REF 2018/SOP/005 BIS",TR,1013401.0,2018-12-03,6122856.25,CONTRATISTAS
123060,"CONST. MAIZ MIER,S.A. DE C.V.",CMM8601021Q9,CFDI5161-155002-2109,SOP-820-2017,"RP-2018 EST. 11 (SUR) OP-RP-05/17-CP REHABILITACION DE PAVIMENTO VIALIDADES REGIAS EN TU COLONIA, DIF. COLS. DEL MUNICIPIO DE MONTERREY, N.L., PIM 17155046 REF 2018/SOP/005 BIS",TR,1013410.0,2018-12-05,198746.22,CONTRATISTAS
123060,"CONST. MAIZ MIER,S.A. DE C.V.",CMM8601021Q9,CFDI5166-155002-2110,SOP-820-2017,"RP-2018 EST. 3-A (SUR) OP-RP-05/17-CP REHABILITACION DE PAVIMENTO VIALIDADES REGIAS EN TU COLONIA, DIF. COLS. DEL MUNICIPIO DE MONTERREY, N.L., PIM 17155046 REF 2018/SOP/005 BIS",TR,1013410.0,2018-12-05,3711449.35,CONTRATISTAS
123060,"CONST. MAIZ MIER,S.A. DE C.V.",CMM8601021Q9,CFDI5197-155002-2104,SOP-820-2017,"RP-2018 EST. 12 (SUR) OP-RP-05/17-CP REHABILITACION DE PAVIMENTO VIALIDADES REGIAS EN TU COLONIA, DIF. COLS. DEL MUNICIPIO DE MONTERREY, N.L., PIM 17155046 REF 2018/SOP/005 BIS",TR,1013410.0,2018-12-05,157595.02,CONTRATISTAS
123060,"CONST. MAIZ MIER,S.A. DE C.V.",CMM8601021Q9,CFDI5198-155002-2103,SOP-820-2017,"RP-2018 EST. 4-A (SUR) OP-RP-05/17-CP REHABILITACION DE PAVIMENTO VIALIDADES REGIAS EN TU COLONIA, DIF. COLS. DEL MUNICIPIO DE MONTERREY, N.L., PIM 17155046 REF 2018/SOP/005 BIS",TR,1013410.0,2018-12-05,2944120.67,CONTRATISTAS
123060,"CONST. MAIZ MIER,S.A. DE C.V.",CMM8601021Q9,CFDI5127-155002-1837,SOP-820-2017,"RP-2018 EST. 23 (PTE) OP-RP-05/17-CP REHABILITACION DE PAVIMENTO VIALIDADES REGIAS EN TU COLONIA, DIF. COLS. DEL MUNICIPIO DE MONTERREY, N.L., PIM 17155046 REF 2018/SOP/005 BIS",TR,1013489.0,2018-12-19,294260.63,CONTRATISTAS
123060,"CONST. MAIZ MIER,S.A. DE C.V.",CMM8601021Q9,CFDI5205-155002-2521,SOP-820-2017,"RP-2018 EST. 10 (NTE) OP-RP-05/17-CP REHABILITACION DE PAVIMENTO VIALIDADES REGIAS EN TU COLONIA, DIF. COLS. DEL MUNICIPIO DE MONTERREY, N.L., PIM 17155046 REF 2018/SOP/005 BIS",TR,1013489.0,2018-12-19,126029.57,CONTRATISTAS
123060,"CONST. MAIZ MIER,S.A. DE C.V.",CMM8601021Q9,CFDI5206-155002-2520,SOP-820-2017,"RP-2018 EST. 4-A (NTE) OP-RP-05/17-CP REHABILITACION DE PAVIMENTO VIALIDADES REGIAS EN TU COLONIA, DIF. COLS. DEL MUNICIPIO DE MONTERREY, N.L., PIM 17155046 REF 2018/SOP/005 BIS",TR,1013489.0,2018-12-19,1906516.32,CONTRATISTAS
123060,"CONST. MAIZ MIER,S.A. DE C.V.",CMM8601021Q9,CFDI5265-155002-2572,SOP-820-2017,"RP-2018 EST. 5-A (CENTRO) OP-RP-05/17-CP REHABILITACION DE PAVIMENTO VIALIDADES REGIAS EN TU COLONIA, DIF. COLS. DEL MUNICIPIO DE MONTERREY, N.L., PIM 17155046 REF 2018/SOP/005 BIS",TR,1013532.0,2018-12-20,5975875.11,CONTRATISTAS
123060,"CONST. MAIZ MIER,S.A. DE C.V.",CMM8601021Q9,CFDI5264-155002-2571,SOP-820-2017,"RP-2018 EST. 4 (CENTRO) OP-RP-05/17-CP REHABILITACION DE PAVIMENTO VIALIDADES REGIAS EN TU COLONIA, DIF. COLS. DEL MUNICIPIO DE MONTERREY, N.L., PIM 17155046 REF 2018/SOP/005 BIS",TR,1013681.0,2018-12-31,445554.93,CONTRATISTAS
123073,"DESARROLLO Y CONSTRUCCIONES URBANAS,SA. DE CV.",DCU801124B41,6942-155002-2452,SOP-847-2018,"FORTAMUN 2018 EST. 5 OP-FORTAMUNDF-01/18-AD AMPLIACION DE EDIFICIO DE POLICIA C4"" QUE SE UBICA EN EL AREA DEL PARQUE ALAMEY, CALLE LADRON DE GUEVARA Y CALLE ARISTA EN LA COL. DEL NORTE, MTY., NL,L PIM 18155009""",TR,261000033.0,2018-12-07,5125778.9,CONTRATISTAS
123073,"DESARROLLO Y CONSTRUCCIONES URBANAS,SA. DE CV.",DCU801124B41,6950-155002-2465,SOP-847-2018,"FORTAMUN 2018 EST. 5-A OP-FORTAMUNDF-01/18-AD AMPLIACION DE EDIFICIO DE POLICIA C4"" QUE SE UBICA EN EL AREA DEL PARQUE ALAMEY, CALLE LADRON DE GUEVARA Y CALLE ARISTA EN LA COL. DEL NORTE, MTY., NL,L PIM 18155009""",TR,261000033.0,2018-12-07,1086106.16,CONTRATISTAS
123073,"DESARROLLO Y CONSTRUCCIONES URBANAS,SA. DE CV.",DCU801124B41,6944-155002-2451,SOP-847-2018,"FORTAMUN 2018 EST. 2-E OP-FORTAMUNDF-01/18-AD AMPLIACION DE EDIFICIO DE POLICIA C4"" QUE SE UBICA EN EL AREA DEL PARQUE ALAMEY, CALLE LADRON DE GUEVARA Y CALLE ARISTA EN LA COL. DEL NORTE, MTY., NL,L PIM 18155009""",TR,261000037.0,2018-12-18,2147681.23,CONTRATISTAS
123073,"DESARROLLO Y CONSTRUCCIONES URBANAS,SA. DE CV.",DCU801124B41,6945-155002-2450,SOP-851-2018,"FORTAMUN-2018 EST. 3 OP-FORTAMUNDF-01/18-CP ADECUACION DE EDIFICIO PARA LA CONSTRUCCION DE LA ACADEMIA DE POLICIA"" QUE SE UBICARA EN LA ANTIGUA ESTACION DE FERROCARRIL EN CALLE MIGUEL NIETO EN LA COL. INDUSTRIAL, EN MTY., N.L. PIM 18155008""",TR,261000037.0,2018-12-18,5323649.67,CONTRATISTAS
123073,"DESARROLLO Y CONSTRUCCIONES URBANAS,SA. DE CV.",DCU801124B41,7034-155002-2709,SOP-851-2018,"FORTAMUN-2018 EST. 4 OP-FORTAMUNDF-01/18-CP ADECUACION DE EDIFICIO PARA LA CONSTRUCCION DE LA ACADEMIA DE POLICIA"" QUE SE UBICARA EN LA ANTIGUA ESTACION DE FERROCARRIL EN CALLE MIGUEL NIETO EN LA COL. INDUSTRIAL, EN MTY., N.L. PIM 18155008""",TR,261000040.0,2018-12-30,8535798.55,CONTRATISTAS
123073,"DESARROLLO Y CONSTRUCCIONES URBANAS,SA. DE CV.",DCU801124B41,7035-155002-2708,SOP-851-2018,"FORTAMUN-2018 EST. 1-E OP-FORTAMUNDF-01/18-CP ADECUACION DE EDIFICIO PARA LA CONSTRUCCION DE LA ACADEMIA DE POLICIA"" QUE SE UBICARA EN LA ANTIGUA ESTACION DE FERROCARRIL EN CALLE MIGUEL NIETO EN LA COL. INDUSTRIAL, EN MTY., N.L. PIM 18155008""",TR,261000040.0,2018-12-30,1258048.67,CONTRATISTAS
123116,"CONSTRUCCIONES GV DE MTY.,S.A. DE C.V.",CGM900131F64,6756-155002-2221,SOP-732-2016,"R33-2016 EST. 9 OP-R33-01/16-CP CONSTRUCCION DE DRENAJE PLUVIAL EN CALLE 4ª VIDRIERA, J.G. LEAL, CONCHELLO Y LUIS G. URBINA EN COL. GARZA CANTU, EN MONTERREY, N.L. PIM 16135016 REF 2018/SOP/032",TR,218000185.0,2018-12-14,158871.63,CONTRATISTAS
123116,"CONSTRUCCIONES GV DE MTY.,S.A. DE C.V.",CGM900131F64,6757-155002-2220,SOP-732-2016,"R33-2016 EST. 8-A OP-R33-01/16-CP CONSTRUCCION DE DRENAJE PLUVIAL EN CALLE 4ª VIDRIERA, J.G. LEAL, CONCHELLO Y LUIS G. URBINA EN COL. GARZA CANTU, EN MONTERREY, N.L. PIM 16135016 REF 2018/SOP/032",TR,218000185.0,2018-12-14,399844.76,CONTRATISTAS
123116,"CONSTRUCCIONES GV DE MTY.,S.A. DE C.V.",CGM900131F64,6758-155002-2219,SOP-732-2016,"R33-2016 EST. 5-E OP-R33-01/16-CP CONSTRUCCION DE DRENAJE PLUVIAL EN CALLE 4ª VIDRIERA, J.G. LEAL, CONCHELLO Y LUIS G. URBINA EN COL. GARZA CANTU, EN MONTERREY, N.L. PIM 16135016 REF 2018/SOP/032",TR,218000185.0,2018-12-14,345233.38,CONTRATISTAS
123116,"CONSTRUCCIONES GV DE MTY.,S.A. DE C.V.",CGM900131F64,6768-155002-2222,SOP-732-2016,"R33-2016 EST. 10 OP-R33-01/16-CP CONSTRUCCION DE DRENAJE PLUVIAL EN CALLE 4ª VIDRIERA, J.G. LEAL, CONCHELLO Y LUIS G. URBINA EN COL. GARZA CANTU, EN MONTERREY, N.L. PIM 16135016 REF 2018/SOP/032",TR,218000185.0,2018-12-14,322880.65,CONTRATISTAS
123226,"PAVIMENTOS Y CONSTRUCCIONES GARCAN, SA. DE CV.",PCG980216LW8,1258-155002-2242,SOP-884-2018,"RP-2018 EST. 1 OP-RP-03/18-AD REPARACION DE TALUD DEL ARROYO SECO Y CARRIL, COL. AMPL. VALLE DEL MIRADOR, EN EL MUNICIPIO DE MONTERREY, N.L. PIM 18155023",TR,1013684.0,2018-12-31,350245.54,CONTRATISTAS
123226,"PAVIMENTOS Y CONSTRUCCIONES GARCAN, SA. DE CV.",PCG980216LW8,1297-155002-2251,SOP-857-2018,"RP-SEDATU-2018 (MCIPAL) EST. 2 OP-REP-02/18-IR MEJORAMIENTO DE ESPACIOS PUBLICOS EN LAS CALLES TESORERÍA Y PATRIMONIO ENTRE CONGRESO NORTE Y ASISTENCIA, EN LA COL. NUEVA ESTANZUELA EN EL MUNICIPIO DE MONTERREY, N.L. PIM 18155011",TR,267000009.0,2018-12-31,260702.63,CONTRATISTAS
123226,"PAVIMENTOS Y CONSTRUCCIONES GARCAN, SA. DE CV.",PCG980216LW8,1298-155002-2250,SOP-857-2018,"SEDATU-2018 (FED) EST. 2 OP-REP-02/18-IR MEJORAMIENTO DE ESPACIOS PUBLICOS EN LAS CALLES TESORERÍA Y PATRIMONIO ENTRE CONGRESO NORTE Y ASISTENCIA, EN LA COL. NUEVA ESTANZUELA EN EL MUNICIPIO DE MONTERREY, N.L. PIM 18155011",TR,266000012.0,2018-12-31,260702.65,CONTRATISTAS
123226,"PAVIMENTOS Y CONSTRUCCIONES GARCAN, SA. DE CV.",PCG980216LW8,1299-155002-2253,SOP-857-2018,"RP-SEDATU-2018 (MCIPAL) EST. 2-A OP-REP-02/18-IR MEJORAMIENTO DE ESPACIOS PUBLICOS EN LAS CALLES TESORERÍA Y PATRIMONIO ENTRE CONGRESO NORTE Y ASISTENCIA, EN LA COL. NUEVA ESTANZUELA EN EL MUNICIPIO DE MONTERREY, N.L. PIM 18155011",TR,267000009.0,2018-12-31,7624.82,CONTRATISTAS
123226,"PAVIMENTOS Y CONSTRUCCIONES GARCAN, SA. DE CV.",PCG980216LW8,1300-155002-2252,SOP-857-2018,"SEDATU-2018 (FED) EST. 2-A OP-REP-02/18-IR MEJORAMIENTO DE ESPACIOS PUBLICOS EN LAS CALLES TESORERÍA Y PATRIMONIO ENTRE CONGRESO NORTE Y ASISTENCIA, EN LA COL. NUEVA ESTANZUELA EN EL MUNICIPIO DE MONTERREY, N.L. PIM 18155011",TR,266000012.0,2018-12-31,7624.84,CONTRATISTAS
123226,"PAVIMENTOS Y CONSTRUCCIONES GARCAN, SA. DE CV.",PCG980216LW8,1333-155002-2651,SOP-857-2018,"SEDATU-2018 (FED) EST. 1-E OP-REP-02/18-IR MEJORAMIENTO DE ESPACIOS PUBLICOS EN LAS CALLES TESORERÍA Y PATRIMONIO ENTRE CONGRESO NORTE Y ASISTENCIA, EN LA COL. NUEVA ESTANZUELA EN EL MUNICIPIO DE MONTERREY, N.L. PIM 18155011",TR,266000012.0,2018-12-31,38134.38,CONTRATISTAS
123226,"PAVIMENTOS Y CONSTRUCCIONES GARCAN, SA. DE CV.",PCG980216LW8,1334-155002-2650,SOP-857-2018,"RP-SEDATU-2018 (MCIPAL) EST. 1-E OP-REP-02/18-IR MEJORAMIENTO DE ESPACIOS PUBLICOS EN LAS CALLES TESORERÍA Y PATRIMONIO ENTRE CONGRESO NORTE Y ASISTENCIA, EN LA COL. NUEVA ESTANZUELA EN EL MUNICIPIO DE MONTERREY, N.L. PIM 18155011",TR,267000009.0,2018-12-31,38134.37,CONTRATISTAS
123226,"PAVIMENTOS Y CONSTRUCCIONES GARCAN, SA. DE CV.",PCG980216LW8,1337-155002-2247,SOP-857-2018,"RP-SEDATU-2018 (MCIPAL) EST. 1 OP-REP-02/18-IR MEJORAMIENTO DE ESPACIOS PUBLICOS EN LAS CALLES TESORERÍA Y PATRIMONIO ENTRE CONGRESO NORTE Y ASISTENCIA, EN LA COL. NUEVA ESTANZUELA EN EL MUNICIPIO DE MONTERREY, N.L. PIM 18155011",TR,267000009.0,2018-12-31,237692.06,CONTRATISTAS
123226,"PAVIMENTOS Y CONSTRUCCIONES GARCAN, SA. DE CV.",PCG980216LW8,1338-155002-2246,SOP-857-2018,"SEDATU-2018 (FED) EST. 1 OP-REP-02/18-IR MEJORAMIENTO DE ESPACIOS PUBLICOS EN LAS CALLES TESORERÍA Y PATRIMONIO ENTRE CONGRESO NORTE Y ASISTENCIA, EN LA COL. NUEVA ESTANZUELA EN EL MUNICIPIO DE MONTERREY, N.L. PIM 18155011",TR,266000012.0,2018-12-31,237692.08,CONTRATISTAS
123226,"PAVIMENTOS Y CONSTRUCCIONES GARCAN, SA. DE CV.",PCG980216LW8,1339-155002-2249,SOP-857-2018,"RP-SEDATU-2018 (MCIPAL) EST. 1-A OP-REP-02/18-IR MEJORAMIENTO DE ESPACIOS PUBLICOS EN LAS CALLES TESORERÍA Y PATRIMONIO ENTRE CONGRESO NORTE Y ASISTENCIA, EN LA COL. NUEVA ESTANZUELA EN EL MUNICIPIO DE MONTERREY, N.L. PIM 18155011",TR,267000009.0,2018-12-31,35198.14,CONTRATISTAS
123226,"PAVIMENTOS Y CONSTRUCCIONES GARCAN, SA. DE CV.",PCG980216LW8,1340-155002-2248,SOP-857-2018,"SEDATU-2018 (FED) EST. 1-A OP-REP-02/18-IR MEJORAMIENTO DE ESPACIOS PUBLICOS EN LAS CALLES TESORERÍA Y PATRIMONIO ENTRE CONGRESO NORTE Y ASISTENCIA, EN LA COL. NUEVA ESTANZUELA EN EL MUNICIPIO DE MONTERREY, N.L. PIM 18155011",TR,266000012.0,2018-12-31,35198.18,CONTRATISTAS
123255,"ABC Y CONSTRUCCIONES, SA. DE CV.",ACO960401TQ3,929-155002-1484,SOP-827-2017,"R33-2017 EST. 1-E OP-R33-08/17-IR REHAB, DE COMEDOR COMUNITARIO EN CENTRO DE BIENESTAR FAMILIAR, UBICADO EN CALLE PASEO DE LA CIMA Y PASEO DEL PEDREGAL, COL. FOM. 45,  MTY., N.L.. PIM 17155039 REF 2018/SOP/034",TR,243000133.0,2018-12-30,6065.49,CONTRATISTAS
123285,"CONSTRUCTORA MOYEDA, SA. DE CV.",CMO960710BR4,1259-155002-2463,SOP-883-2018,"RP-2018 EST. 1 OP-RP-02/18-AD REPARACION DE PUENTE VEHICULAR UBICADO EN LA AV. FIDEL VELAZQUEZ Y AV. RODRIGO GOMEZ, EN EL MUNICIPIO DE MONTERREY, N.L. PIM 18155022",TR,1013549.0,2018-12-21,4528402.55,CONTRATISTAS
123317,"HERCULES CONSTRUCCIONES DE MONTERREY, SA. DE CV.",HCM900913IN9,HCMSA1657-155002-2100,SOP-782-2017,"R33-2017 EST.4 OP-R33-06/17-CP DRENAJE PLUVIAL EN CALLE BAJA CALIFORNIA, COL. INDEPENDENCIA, MONTERREY, N.L. PIM 17155025 REF 2018/SOP/033",TR,243000129.0,2018-12-06,421681.74,CONTRATISTAS
123317,"HERCULES CONSTRUCCIONES DE MONTERREY, SA. DE CV.",HCM900913IN9,HCMSA1658-155002-2099,SOP-782-2017,"R33-2017 EST. 5-E OP-R33-06/17-CP DRENAJE PLUVIAL EN CALLE BAJA CALIFORNIA, COL. INDEPENDENCIA, MONTERREY, N.L. PIM 17155025 REF 2018/SOP/033",TR,243000129.0,2018-12-06,678222.14,CONTRATISTAS
123317,"HERCULES CONSTRUCCIONES DE MONTERREY, SA. DE CV.",HCM900913IN9,HCMSA1659-155002-2098,SOP-782-2017,"R33-2017 EST. 3A OP-R33-06/17-CP DRENAJE PLUVIAL EN CALLE BAJA CALIFORNIA, COL. INDEPENDENCIA, MONTERREY, N.L. PIM 17155025 REF 2018/SOP/033",TR,243000129.0,2018-12-06,200227.27,CONTRATISTAS
123317,"HERCULES CONSTRUCCIONES DE MONTERREY, SA. DE CV.",HCM900913IN9,HCMSA1660-155002-2096,SOP-782-2017,"R33-2017 EST.5 OP-R33-06/17-CP DRENAJE PLUVIAL EN CALLE BAJA CALIFORNIA, COL. INDEPENDENCIA, MONTERREY, N.L. PIM 17155025 REF 2018/SOP/033",TR,243000129.0,2018-12-06,438935.31,CONTRATISTAS
123317,"HERCULES CONSTRUCCIONES DE MONTERREY, SA. DE CV.",HCM900913IN9,HCMSA1661-155002-2095,SOP-782-2017,"R33-2017 EST.4-A OP-R33-06/17-CP DRENAJE PLUVIAL EN CALLE BAJA CALIFORNIA, COL. INDEPENDENCIA, MONTERREY, N.L. PIM 17155025 REF 2018/SOP/033",TR,243000129.0,2018-12-06,51564.4,CONTRATISTAS
123317,"HERCULES CONSTRUCCIONES DE MONTERREY, SA. DE CV.",HCM900913IN9,HCMSA1662-155002-2097,SOP-782-2017,"R33-2017 EST. 6-E OP-R33-06/17-CP DRENAJE PLUVIAL EN CALLE BAJA CALIFORNIA, COL. INDEPENDENCIA, MONTERREY, N.L. PIM 17155025 REF 2018/SOP/033",TR,243000129.0,2018-12-06,483120.85,CONTRATISTAS
